what,kind,bundleId,bundleVersion,description,time
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1564862692596
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1564862693620
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1564862696598
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1564862697230
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1564862698939
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1564862699659
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1564862703873
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1564862705913
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1564862711443
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1564862714297
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1564862717328
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1564862718401
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1564862720176
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1564862751915
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1564862753372
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1564862754068
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1564862758273
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1564862758984
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.copy",1564862776002
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1564862780358
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1564862786873
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1564862788235
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1564862790390
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1564862822367
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1564862823007
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1564862823622
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1564862823922
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1564862824595
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.undo",1564862827089
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1564862829458
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1564862830397
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1564862833767
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1564862834968
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1564862839840
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1564862840825
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1564862841130
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1564862843335
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1564862844983
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1564862845834
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1564862851248
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1564862852107
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1564862856403
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1564862857245
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1564862860769
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1564862862104
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1564862865922
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1564862866895
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1564862870051
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1564862870812
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1564862878040
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1564862878875
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1564862882971
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1564862883524
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1564862888414
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1564862889358
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1564862900054
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1564862901833
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1564862902415
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1564862904997
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1564862906342
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1564862907128
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.text.contentAssist.proposals",1564862910844
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1564862913544
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1564862914394
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.text.contentAssist.proposals",1564862917729
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1564862922940
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1564862924567
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1564862929744
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1564862930565
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1564862935355
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1564862936015
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1564862936874
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1564862937978
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1564862938621
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1564862957875
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1564862958750
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1564862960179
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.delete",1564862962407
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.delete",1564862962682
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.undo",1564862964153
