what,kind,bundleId,bundleVersion,description,time
started,bundle,org.eclipse.jdt.junit,3.7.0.v20110928-1453,"org.eclipse.jdt.junit",1564854519823
started,bundle,org.eclipse.pde.launching,3.6.0.v20110506,"org.eclipse.pde.launching",1564854519982
started,bundle,org.eclipse.ui.views.log,1.0.200.v20110404,"org.eclipse.ui.views.log",1564854520327
started,bundle,org.eclipse.pde.ui,3.6.100.v20120103_r372,"org.eclipse.pde.ui",1564854520367
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1564854525272
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1564854526322
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1564854529607
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1564854530472
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1564854543702
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1564854546177
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1564854552107
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1564854553287
started,bundle,org.eclipse.jpt.jaxb.ui,1.1.2.v201201260000,"org.eclipse.jpt.jaxb.ui",1564854561252
started,bundle,org.eclipse.jst.ws.jaxws.ui,1.0.100.v201104032053,"org.eclipse.jst.ws.jaxws.ui",1564854561297
started,bundle,org.eclipse.mylyn.java.ui,3.6.0.v20110608-1400,"org.eclipse.mylyn.java.ui",1564854561307
started,bundle,org.eclipse.pde.api.tools,1.0.301.v20111129-2053,"org.eclipse.pde.api.tools",1564854562101
started,bundle,org.eclipse.pde.api.tools.ui,1.0.301.v20110803_r371,"org.eclipse.pde.api.tools.ui",1564854562111
started,bundle,org.eclipse.jpt.jaxb.core,1.0.2.v201111103010,"org.eclipse.jpt.jaxb.core",1564854562460
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.text.contentAssist.proposals",1564854566093
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1564854570280
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1564854571208
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.text.contentAssist.proposals",1564854575289
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1564854584085
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1564854585410
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1564854586362
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1564854598701
activated,view,org.eclipse.ui.navigator.resources,3.4.300.v20110928-1505,"org.eclipse.ui.navigator.ProjectExplorer",1564854600611
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1564854603261
opened,editor,org.eclipse.jst.jsp.ui,1.1.602.v201112071516,"org.eclipse.jst.jsp.core.jspsource.source",1564854629338
activated,editor,org.eclipse.jst.jsp.ui,1.1.602.v201112071516,"org.eclipse.jst.jsp.core.jspsource.source",1564854629418
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1564854629468
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1564854630233
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1564854630639
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1564854631308
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1564854632183
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1564854639165
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1564854641548
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1564854655100
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1564854656479
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1564854658362
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1564854663352
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1564854675013
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1564854684032
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1564854693108
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1564854694017
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1564854697697
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1564854698441
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1564854702182
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1564854702832
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1564854708970
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1564854709791
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1564854714092
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1564854730082
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.delete",1564854734316
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1564854737366
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1564854742786
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.undo",1564854748883
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1564854756852
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1564854757557
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1564854762642
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1564854763352
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1564854766607
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1564854767436
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.copy",1564854774776
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1564854776696
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1564854777676
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1564854803751
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1564854804281
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1564854804782
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.delete",1564854809236
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1564854814277
