what,kind,bundleId,bundleVersion,description,time
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1564906431943
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1564906432816
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1564906433387
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1564906434270
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1564906456718
started,bundle,org.eclipse.equinox.p2.garbagecollector,1.0.200.v20110815-1419,"org.eclipse.equinox.p2.garbagecollector",1564906457652
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1564906458822
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1564906459576
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1564906460589
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1564906461457
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1564906462343
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1564906466221
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1564906469353
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1564906470912
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1564906471768
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1564906474828
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1564906475699
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1564906488035
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1564906489546
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1564906490679
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.delete",1564906492262
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1564906492935
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1564906494109
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1564906496763
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1564906503198
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1564906504114
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1564906505490
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1564906506783
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1564906508160
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1564906509479
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1564906510694
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1564906513026
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1564906517418
started,bundle,org.eclipse.jst.server.generic.core,1.0.700.v20101219,"org.eclipse.jst.server.generic.core",1564906518069
started,bundle,org.eclipse.jst.server.preview.adapter,1.1.100.v20100308,"org.eclipse.jst.server.preview.adapter",1564906518069
opened,view,org.eclipse.wst.server.ui,1.3.0.v20120210_1439,"org.eclipse.wst.server.ui.ServersView",1564906532414
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1564906532514
started,bundle,org.eclipse.jst.server.tomcat.ui,1.1.200.v20100418,"org.eclipse.jst.server.tomcat.ui",1564906533063
started,bundle,org.eclipse.jdt.debug,3.7.1.v20111006_r372,"org.eclipse.jdt.debug",1564906533544
activated,view,org.eclipse.wst.server.ui,1.3.0.v20120210_1439,"org.eclipse.wst.server.ui.ServersView",1564906533636
started,bundle,org.eclipse.jdt.debug.ui,3.6.1.v20111006_r372,"org.eclipse.jdt.debug.ui",1564906534241
opened,view,org.eclipse.ui.console,3.5.100.v20111007_r372,"org.eclipse.ui.console.ConsoleView",1564906535957
activated,view,org.eclipse.ui.console,3.5.100.v20111007_r372,"org.eclipse.ui.console.ConsoleView",1564906536049
activated,view,org.eclipse.wst.server.ui,1.3.0.v20120210_1439,"org.eclipse.wst.server.ui.ServersView",1564906538122
started,bundle,org.eclipse.ui.browser,3.3.101.v20111019-1723,"org.eclipse.ui.browser",1564906538202
opened,editor,org.eclipse.ui.browser,3.3.101.v20111019-1723,"org.eclipse.ui.browser.editor",1564906538979
activated,editor,org.eclipse.ui.browser,3.3.101.v20111019-1723,"org.eclipse.ui.browser.editor",1564906539044
activated,view,org.eclipse.ui.console,3.5.100.v20111007_r372,"org.eclipse.ui.console.ConsoleView",1564906539883
activated,editor,org.eclipse.ui.browser,3.3.101.v20111019-1723,"org.eclipse.ui.browser.editor",1564906546308
activated,view,org.eclipse.ui.console,3.5.100.v20111007_r372,"org.eclipse.ui.console.ConsoleView",1564906547731
activated,editor,org.eclipse.ui.browser,3.3.101.v20111019-1723,"org.eclipse.ui.browser.editor",1564906556594
activated,editor,org.eclipse.jst.jsp.ui,1.1.602.v201112071516,"org.eclipse.jst.jsp.core.jspsource.source",1564906562794
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1564906563835
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1564906565187
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1564906566324
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1564906567330
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1564906570867
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1564906571802
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1564906574546
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1564906575626
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1564906577045
