what,kind,bundleId,bundleVersion,description,time
activated,editor,org.eclipse.jst.jsp.ui,1.1.602.v201112071516,"org.eclipse.jst.jsp.core.jspsource.source",1564896650269
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1564896650717
activated,editor,org.eclipse.ui.browser,3.3.101.v20111019-1723,"org.eclipse.ui.browser.editor",1564896651904
activated,editor,org.eclipse.jst.jsp.ui,1.1.602.v201112071516,"org.eclipse.jst.jsp.core.jspsource.source",1564896659239
activated,editor,org.eclipse.jst.jsp.ui,1.1.602.v201112071516,"org.eclipse.jst.jsp.core.jspsource.source",1564896663947
closed,editor,org.eclipse.ui.browser,3.3.101.v20111019-1723,"org.eclipse.ui.browser.editor",1564896665873
opened,editor,org.eclipse.ui.browser,3.3.101.v20111019-1723,"org.eclipse.ui.browser.editor",1564896682837
activated,editor,org.eclipse.ui.browser,3.3.101.v20111019-1723,"org.eclipse.ui.browser.editor",1564896682892
activated,editor,org.eclipse.jst.jsp.ui,1.1.602.v201112071516,"org.eclipse.jst.jsp.core.jspsource.source",1564896690924
activated,editor,org.eclipse.ui.browser,3.3.101.v20111019-1723,"org.eclipse.ui.browser.editor",1564896692296
activated,editor,org.eclipse.jst.jsp.ui,1.1.602.v201112071516,"org.eclipse.jst.jsp.core.jspsource.source",1564896698332
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1564896713624
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.copy",1564896717573
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1564896719001
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1564896724767
opened,editor,org.eclipse.jst.jsp.ui,1.1.602.v201112071516,"org.eclipse.jst.jsp.core.jspsource.source",1564896734673
activated,editor,org.eclipse.jst.jsp.ui,1.1.602.v201112071516,"org.eclipse.jst.jsp.core.jspsource.source",1564896734713
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1564896734738
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.newWizard",1564896734778
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1564896738284
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1564896744134
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1564896744690
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1564896746713
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1564896747113
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1564896795955
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1564896796918
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1564896797424
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1564896801391
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1564896802145
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1564896802530
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1564896806391
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.delete",1564896816773
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.delete",1564896817454
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1564896819893
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1564896820799
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1564896824541
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1564896825205
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1564896840929
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1564896847230
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1564896854835
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1564896855793
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1564896856193
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1564896857044
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1564896882718
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1564896883739
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1564896892888
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1564896894184
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1564896905334
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1564896907720
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1564896939669
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1564896940720
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1564896943866
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1564896944577
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1564896956789
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1564896958163
