what,kind,bundleId,bundleVersion,description,time
activated,editor,org.eclipse.jst.jsp.ui,1.1.602.v201112071516,"org.eclipse.jst.jsp.core.jspsource.source",1564912555280
activated,editor,org.eclipse.ui.browser,3.3.101.v20111019-1723,"org.eclipse.ui.browser.editor",1564912556296
closed,editor,org.eclipse.jst.jsp.ui,1.1.602.v201112071516,"org.eclipse.jst.jsp.core.jspsource.source",1564912556296
activated,editor,org.eclipse.jst.jsp.ui,1.1.602.v201112071516,"org.eclipse.jst.jsp.core.jspsource.source",1564912560155
activated,editor,org.eclipse.jst.jsp.ui,1.1.602.v201112071516,"org.eclipse.jst.jsp.core.jspsource.source",1564912561383
activated,editor,org.eclipse.jst.jsp.ui,1.1.602.v201112071516,"org.eclipse.jst.jsp.core.jspsource.source",1564912563983
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1564912603472
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.findReplace",1564912603517
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1564912622278
activated,editor,org.eclipse.jst.jsp.ui,1.1.602.v201112071516,"org.eclipse.jst.jsp.core.jspsource.source",1564912623476
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1564912627637
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1564912641525
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1564912642478
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1564912726789
activated,view,org.eclipse.ui.navigator.resources,3.4.300.v20110928-1505,"org.eclipse.ui.navigator.ProjectExplorer",1564912729641
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1564912809472
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1564912824034
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1564912835397
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1564912850197
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.newWizard",1564912850218
opened,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1564912853183
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1564912853693
activated,view,org.eclipse.ui.navigator.resources,3.4.300.v20110928-1505,"org.eclipse.ui.navigator.ProjectExplorer",1564912853858
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1564912856369
activated,view,org.eclipse.ui.navigator.resources,3.4.300.v20110928-1505,"org.eclipse.ui.navigator.ProjectExplorer",1564912857748
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1564912857853
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1564912859483
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1564912863108
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1564912864254
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1564912864923
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1564912870185
started,bundle,org.eclipse.jdt.junit,3.7.0.v20110928-1453,"org.eclipse.jdt.junit",1564912871728
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1564912874033
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1564912877989
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1564912879179
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1564912900402
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1564912901326
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1564912901977
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1564912902773
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1564912921613
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1564912923239
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1564912924762
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1564912936510
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1564912943263
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1564912960375
executed,command,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.edit.text.java.generate.constructor.using.fields",1564912960612
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1564912966794
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1564912969104
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1564912979794
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1564912980759
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1564912989727
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1564912994267
executed,command,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.edit.text.java.create.getter.setter",1564912994412
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1564912998476
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1564913024950
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1564913025740
closed,editor,org.eclipse.jst.jsp.ui,1.1.602.v201112071516,"org.eclipse.jst.jsp.core.jspsource.source",1564913029666
activated,editor,org.eclipse.jst.jsp.ui,1.1.602.v201112071516,"org.eclipse.jst.jsp.core.jspsource.source",1564913030836
activated,view,org.eclipse.ui.navigator.resources,3.4.300.v20110928-1505,"org.eclipse.ui.navigator.ProjectExplorer",1564913034160
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1564913036726
opened,editor,org.eclipse.jst.jsp.ui,1.1.602.v201112071516,"org.eclipse.jst.jsp.core.jspsource.source",1564913055405
activated,editor,org.eclipse.jst.jsp.ui,1.1.602.v201112071516,"org.eclipse.jst.jsp.core.jspsource.source",1564913055504
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1564913055534
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1564913056253
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1564913056965
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1564913057880
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.selectAll",1564913060329
activated,editor,org.eclipse.jst.jsp.ui,1.1.602.v201112071516,"org.eclipse.jst.jsp.core.jspsource.source",1564913061825
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.copy",1564913064534
activated,editor,org.eclipse.jst.jsp.ui,1.1.602.v201112071516,"org.eclipse.jst.jsp.core.jspsource.source",1564913066199
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1564913066834
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1564913067479
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1564913072003
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1564913093385
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1564913094335
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1564913094799
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1564913095770
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1564913096010
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1564913096575
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1564913129760
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1564913131746
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1564913137671
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1564913138716
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1564913140195
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1564913141038
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1564913141469
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1564913149733
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1564913185470
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1564913186405
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1564913197821
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1564913198507
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1564913208376
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1564913209396
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1564913219089
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1564913220261
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1564913227966
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1564913229028
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1564913251932
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1564913255515
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1564913256883
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1564913258405
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1564913281216
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1564913283121
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1564913293837
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1564913294684
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.undo",1564913337837
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1564913356284
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1564913357359
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1564913357614
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1564913359570
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1564913380431
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1564913416728
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1564913420220
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.window.showKeyAssist",1564913420240
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1564913421471
started,bundle,org.eclipse.ui.cheatsheets,3.4.100.v20110425,"org.eclipse.ui.cheatsheets",1564913422845
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1564913425229
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.window.showKeyAssist",1564913425384
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1564913437841
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.window.showKeyAssist",1564913438016
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1564913452271
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1564913453123
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1564913453363
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1564913465339
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1564913469358
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.window.showKeyAssist",1564913469383
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1564913469418
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1564913470513
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.window.showKeyAssist",1564913470793
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1564913623865
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.window.showKeyAssist",1564913624040
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1564913628328
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1564913740486
executed,command,org.eclipse.ui.workbench.texteditor,3.7.0.v20110928-1504,"org.eclipse.ui.edit.text.copyLineDown",1564913741827
executed,command,org.eclipse.ui.workbench.texteditor,3.7.0.v20110928-1504,"org.eclipse.ui.edit.text.copyLineDown",1564913742413
executed,command,org.eclipse.ui.workbench.texteditor,3.7.0.v20110928-1504,"org.eclipse.ui.edit.text.copyLineUp",1564913742788
executed,command,org.eclipse.ui.workbench.texteditor,3.7.0.v20110928-1504,"org.eclipse.ui.edit.text.copyLineUp",1564913743387
executed,command,org.eclipse.ui.workbench.texteditor,3.7.0.v20110928-1504,"org.eclipse.ui.edit.text.copyLineDown",1564913746249
executed,command,org.eclipse.ui.workbench.texteditor,3.7.0.v20110928-1504,"org.eclipse.ui.edit.text.copyLineDown",1564913746489
executed,command,org.eclipse.ui.workbench.texteditor,3.7.0.v20110928-1504,"org.eclipse.ui.edit.text.copyLineDown",1564913746634
executed,command,org.eclipse.ui.workbench.texteditor,3.7.0.v20110928-1504,"org.eclipse.ui.edit.text.copyLineDown",1564913746799
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.delete",1564913752322
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.undo",1564913753953
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.delete",1564913758365
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1564913760221
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1564913771055
