what,kind,bundleId,bundleVersion,description,time
no handler,command,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.edit.text.java.surround.with.quickMenu",1564857470604
no handler,command,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.edit.text.java.surround.with.quickMenu",1564857470604
no handler,command,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.edit.text.java.surround.with.quickMenu",1564857470604
no handler,command,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.edit.text.java.surround.with.quickMenu",1564857470604
no handler,command,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.edit.text.java.surround.with.quickMenu",1564857470604
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1564857472654
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1564857473937
executed,command,org.eclipse.wst.server.ui,1.3.0.v20120210_1439,"org.eclipse.wst.server.launchShortcut.run",1564857473997
opened,editor,org.eclipse.ui.browser,3.3.101.v20111019-1723,"org.eclipse.ui.browser.editor",1564857474703
activated,editor,org.eclipse.ui.browser,3.3.101.v20111019-1723,"org.eclipse.ui.browser.editor",1564857474773
activated,editor,org.eclipse.wst.html.ui,1.0.602.v201202091936,"org.eclipse.wst.html.core.htmlsource.source",1564857483328
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.text.contentAssist.proposals",1564857493662
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.text.contentAssist.proposals",1564857499330
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1564857513378
executed,command,org.eclipse.wst.server.ui,1.3.0.v20120210_1439,"org.eclipse.wst.server.launchShortcut.run",1564857515460
opened,editor,org.eclipse.ui.browser,3.3.101.v20111019-1723,"org.eclipse.ui.browser.editor",1564857515630
activated,editor,org.eclipse.ui.browser,3.3.101.v20111019-1723,"org.eclipse.ui.browser.editor",1564857515680
closed,editor,org.eclipse.ui.browser,3.3.101.v20111019-1723,"org.eclipse.ui.browser.editor",1564857518298
activated,editor,org.eclipse.wst.html.ui,1.0.602.v201202091936,"org.eclipse.wst.html.core.htmlsource.source",1564857524278
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1564857525888
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1564857530482
activated,view,org.eclipse.ui.navigator.resources,3.4.300.v20110928-1505,"org.eclipse.ui.navigator.ProjectExplorer",1564857534571
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1564857537331
opened,editor,org.eclipse.jst.jsp.ui,1.1.602.v201112071516,"org.eclipse.jst.jsp.core.jspsource.source",1564857550951
activated,editor,org.eclipse.jst.jsp.ui,1.1.602.v201112071516,"org.eclipse.jst.jsp.core.jspsource.source",1564857551021
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1564857551061
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1564857552293
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1564857553085
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1564857559345
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1564857560239
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1564857560804
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1564857561345
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1564857566724
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1564857567423
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.delete",1564857582920
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.delete",1564857586692
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.undo",1564857587983
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.undo",1564857588214
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.undo",1564857588449
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.undo",1564857588784
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.undo",1564857589082
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.undo",1564857589454
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.undo",1564857589765
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.undo",1564857590102
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1564857604038
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1564857605161
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1564857621467
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1564857622664
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1564857628829
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1564857629711
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1564857631314
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1564857632220
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1564857634064
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1564857634897
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1564857642317
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1564857643207
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1564857651654
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1564857652490
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1564857653701
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1564857654296
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1564857670261
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1564857671219
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1564857671755
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1564857672925
activated,editor,org.eclipse.wst.html.ui,1.0.602.v201202091936,"org.eclipse.wst.html.core.htmlsource.source",1564857674516
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1564857685105
activated,editor,org.eclipse.jst.jsp.ui,1.1.602.v201112071516,"org.eclipse.jst.jsp.core.jspsource.source",1564857686123
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1564857689815
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1564857690690
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1564857691260
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1564857691885
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1564857707723
